Facility ID,Measure Name,Score,Compared to National
000497,Readmission rate for pneumonia patients,18.72,No Different
000497,Readmission rate for heart attack patients,17.04,Worse
000497,Readmission rate for heart failure patients,18.79,Worse
000497,Readmission rate for hip/knee replacement patients,22.36,No Different
000498,Readmission rate for pneumonia patients,14.13,Better
000498,Readmission rate for COPD patients,14.05,No Different
000498,Readmission rate for stroke patients,13.63,No Different
000498,Readmission rate for heart failure patients,14.75,No Different
000498,Readmission rate for hip/knee replacement patients,14.4,No Different
000499,Readmission rate for heart attack patients,15.52,No Different
000499,Readmission rate for pneumonia patients,14.23,No Different
000499,Readmission rate for stroke patients,16.81,Better
000499,Readmission rate for heart failure patients,9.76,Better
000500,Readmission rate for heart attack patients,18.19,No Different
000500,Readmission rate for stroke patients,16.37,Better
000500,Readmission rate for hip/knee replacement patients,15.37,No Different
000500,Readmission rate for pneumonia patients,12.21,No Different
